取引先ID(必須),取引先名(必須),住所,電話番号,業種,設立年,URL,資本金,従業員数,決算月,顧客区分（管理番号:19103）,商流（管理番号:19122）,販売店名（管理番号:19121）,担当営業（管理番号:19104）,担当営業（管理番号:19113）,エリア（管理番号:19114）,MA部支援担当（管理番号:19258）,MA部推進希望（管理番号:19116）,接点（管理番号:19117）,保有設備（管理番号:19118）,最新評点（管理番号:19119）,前回評点（管理番号:19120）,保有設備（機種）（管理番号:19174）,現設備の導入年月（管理番号:19175）,主なクライアント（管理番号:19176）,FY24請求金額PP＆Label（円）（管理番号:19177）,FY24全社損益PP＆Label（円）（管理番号:19178）,DV伸長率　対FY23（管理番号:19179）,過年度MIF台数（管理番号:19180）,競合情報／他社機（管理番号:19181）,今後の印刷物注力状況（管理番号:19182）,今後の印刷物注力状況の詳細（管理番号:19183）,オフセットとオンデマンドの比率（管理番号:19184）,メインの印刷物（管理番号:19185）,他社との差別化ポイント（管理番号:19186）,印刷における課題（管理番号:19187）,印刷以外で実施しているビジネス（管理番号:19188）,印刷とその他ビジネスのシナジーは生み出せているか（管理番号:19189）,ビジネスシナジーの詳細（管理番号:19190）,どんな会社になりたいと考えているか（管理番号:19191）
12927006,ＮＲＩフィナンシャル・グラフィックス株式会社,東京都品川区北品川５－５－１５大崎ブライトコア１４Ｆ,03-5789-8250,,,,100000000,35,,X1,,,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12927005,ＭＳＰ合同会社,千葉県柏市西原３－９－２６,,,,,500000,,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926754,ＭＩＣ株式会社,東京都新宿区西新宿５－１４－３,03-3372-2431,,1946,https://www.mic-p.com/about#corporate,10000000,310,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926899,ＨＯＴＡＲＵ株式会社,大阪府大阪市住之江区浜口西１－１３－３,06-6676-1900,,1959,https://hotaru.ltd/company/,10000000,84,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926753,ＡＧＮ株式会社,,,,,,,,,X2,,コニカミノルタNC,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926751,（社福）青森県コロニー協会,,,,,,,,,X2,,ヤマトヤ商会,菅　康則,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926878,塚田印刷株式会社,兵庫県西宮市津門稲荷町１１－１２,0798-33-4622,,,https://www.tsukada-print.jp/,10000000,47,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926695,鵜川印刷株式会社,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926782,高速印刷株式会社,,,,,,,,,X2,,コニカミノルタNC,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926696,高桑美術印刷株式会社,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926866,阪本印刷株式会社,大阪府大阪市北区中津６－３－１１,06-6457-6773,,1948,https://www.sakamoto.co.jp/company/,100000000,142,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926943,長苗印刷株式会社,愛知県春日井市神屋町引沢１－４７,0568-88-8417,,1952,https://www.naganae.co.jp,51600000,98,,X1,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12927020,錦明印刷株式会社,東京都千代田区西神田３－３－３,03-3265-1785,,,https://www.kinmei.co.jp/,100000000,126,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12927046,鈴木印刷株式会社,,,,,,,,,X1,直販,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926676,邨田印刷紙器株式会社,大阪府寝屋川市讃良東町２－１,072-821-1051,,,http://www.murataprinting.co.jp/company.html#map,24000000,80,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,66点,66点,,,,,,,,,,,,,,,,,,
12926661,近江印刷株式会社,,,,,,,,,X2,,光文堂,上原　元二,anna.shirai@konicaminolta.com,西日本営業部,芝川,不要,,,,,,,,,,,,,,,,,,,,,,
12926774,越後札紙株式会社,,,,,,,,,X2,,タカノ機械製作所,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926870,赤坂印刷株式会社,,,,,,,,,X1,,,橋本　貴弘,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926629,西川コミュニケーションズ株式会社,,,,,,,,,X2,,,杉山　博紀,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926800,藤沢紙工株式会社,神奈川県高座郡寒川町倉見１４１５－４,0467-75-9800,,1972,https://www.fujikoo.co.jp/corp/outline.html,30000000,104,,X2,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12927039,藤庄印刷株式会社,,,,,,,,,X1,,,萬寿　正裕,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926836,藤崎印刷株式会社,,,,,,,,,X1,,ヤマトヤ,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12927038,藤原印刷株式会社,,,,,,,,,X1,,,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926938,興和紡株式会社,愛知県名古屋市中区錦３－６－２９,052-963-3417,,,http://www.kowabo.co.jp/bk/k01.htm,50000000,122,,X1,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,不要,,,,,,,,,,,,,,,,,,,,,,
12926703,能登印刷株式会社,石川県金沢市武蔵町7-10,076-274-0084,,1962,https://www.notoinsatu.co.jp/,78000000,165,6,X2,直販,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,清野,希望,強い,,62,,,,,2978516,170527,87,2,"RICOH　C9110（2025年3月で部品供給終了）
RICOH　C7210",,,,,,その他,"・マーケティングプロモーション
・コーポレートコミュニケーション
・DX支援
・メディア事業及びプラットフォーム事業",YES,,今後の
12926792,総合商研株式会社,,,,,,,,,X2,,光文堂,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12927028,精英堂印刷株式会社,,,,,,,,,X1,,,萬寿　正裕,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926697,笹徳印刷株式会社,愛知県豊明市栄町大脇７,0562-97-1111,,1950,https://www.sasatoku.co.jp/company/company_about.php,309250000,303,6,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,不要,,,,,,,,,,,,,,,,,,,,,,
12926833,第一印刷株式会社,,,,,,,,,X1,,SHITARA,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926700,竹田印刷株式会社,愛知県名古屋市昭和区白金１－１１－１０,052-871-6351,印刷業,1946,https://www.takedaip-hd.co.jp,1937920000,45,3,X2,,,平野　圭祐,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12927025,秋栄堂印刷株式会社,,,,,,,,,X1,,,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926704,福島印刷株式会社,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,不要,,,,,,,,,,,,,,,,,,,,,,
12927044,福島印刷工業株式会社,東京都板橋区前野町６－５－１,03-5914-1421,,1958,https://net-fp.co.jp/,100000000,130,,X1,,東洋インキ,野津　太郎,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926674,福博印刷株式会社,,,,,,,,,X2,,,水田　仁,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926625,神田印刷工業株式会社,〒464-0084 愛知県名古屋市千種区松軒1丁目1番5号,052-722-0611,,,,,,,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926910,研精堂印刷株式会社,,,,,,,,,X1,,,前　宏夫,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926917,石川特殊特急製本株式会社,大阪府大阪市中央区龍造寺町７－３８,06-6762-5851,,1971,http://www.issmain.co.jp/index/e73.html?PHPSESSID=e23dc1ac43b411d924d14ae1adf2892f,60000000,268,,X1,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926868,瞬報社写真印刷株式会社,,,,,,,,,X1,,合同印刷機材,和田　剛史,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926867,瞬報社オフリン印刷株式会社,,,,,,,,,X1,,,橋本　貴弘,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926665,真生印刷株式会社,大阪府堺市堺区神南辺町５－１５２－２,072-225-5001,,,,30000000,283,,X2,直販,,辻本　竜也,anna.shirai@konicaminolta.com,西日本営業部,芝川,不要,,,58点,55点,,,,,,,,,,,,,,,,,,
12926871,相互ビジネスフォーム株式会社,大阪府大東市新田境町３－２６,072-872-6321,,,,23000000,74,,X1,,,辻本　竜也,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12927042,白山印刷株式会社,東京都台東区台東１－２７－１０第２成瀬秋葉原ビル３Ｆ,03-5817-4381,,,https://hakusan-p.co.jp/about/,30000000,60,,X1,,フカミヤ,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12927033,町田印刷株式会社,埼玉県戸田市美女木東１－１－１４,048-422-0888,,1947,http://www.machida.co.jp/company,100000000,127,,X1,,,,anna.shirai@konicaminolta.com,東日本営業部,権田,,,,,,,,,,,,,,,,,,,,,,,
12926701,田中昭文堂印刷株式会社,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926801,独立行政法人国立印刷局,東京都港区虎ノ門２－２－５共同通信会館７Ｆ,03-3582-4411,,,,1.13E+11,4145,,X2,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926830,熊沢印刷工芸株式会社,東京都北区赤羽北２－３５－７,03-3905-1201,,1961,https://kumazawa-sp.co.jp/company/outline/,45360000,81,,X1,,ヤマトヤ,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926869,瀬戸内海印刷株式会社,,,,,,,,,X1,,,橋本　貴弘,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926864,溝端紙工印刷株式会社,,,,,,,,,X1,,,菰池　祥之,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926781,港北メディアサービス株式会社,東京都渋谷区渋谷２－７－７,03-5466-2201,,1960,http://www.kohoku.co.jp/,45000000,172,,X2,,誠伸商事,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926775,欧文印刷株式会社,東京都文京区本郷１－１７－２,03-3817-5910,,2016,https://www.dodpcenter.com/about.html,100000000,95,,X2,,SHITARA,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926636,株式会社ＴＯＷＡ,大阪府東大阪市高井田中３－９－１０,06-6782-6061,,,https://www.towa-web.com/company/about.html,30000000,50,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,45点,45点,,,,,,,,,,,,,,,,,,
12926946,株式会社ＴＬＰ,東京都板橋区板橋１－５３－２ＴＭ２１ビル,03-5943-5200,,1975,https://www.tlp.jp/company.html#cp,100000000,281,,X1,,SHITARA,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926844,株式会社ＮＳＰ,,,,,,,,,X1,,,岩谷　雄司,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926882,株式会社ＫＤＣ,大阪府大阪市西淀川区千舟３－３－２,06-6195-0180,,1970,https://www.kdc-jp.com/about/,20000000,219,,X1,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926707,株式会社ＪＯＥＴＳＵ,,,,,,,,,X2,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926677,株式会社ＩＴＰ,京都府京都市中京区丸太町通小川西入横鍛冶町１００,075-211-9111,,1916,https://www.itp.co.jp/corporate/,90000000,845,,X2,,,杉山　博紀,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,66点,66点,,,,,,,,,,,,,,,,,,
12926922,株式会社ＩＬファーマパッケージング,愛知県一宮市三ツ井５－１５－１８,0586-76-1611,,,http://www.iwatalabel.co.jp/?page_id=18,100000000,200,,X1,,,平野　圭祐,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926881,株式会社ＤＮＰ四国,,,,,,,,,X1,,,岩谷　雄司,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926706,株式会社ＤＮＰロジスティクス,東京都北区赤羽南２－２０－７,03-3903-8940,,,,626333000,667,,X2,直販,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926623,株式会社ＤＮＰデータテクノ,,,,,,,,,X2,,,,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926945,株式会社ＤＮＰグラフィカ,東京都新宿区市谷加賀町１－１－１,03-5261-6400,,,https://www.dnp.co.jp/group/dnp-graphica/information/,100000000,1209,,X1,,FBM,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926622,株式会社ＣＲＯＳＳＬＩＮＫ,,,,,,,,,X2,,,平野　圭祐,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926880,株式会社ＣＣＧＨＯＮＡＮＤＯ,大阪府大阪市中央区南本町１－８－１４堺筋本町ビル５Ｆ,06-6262-0995,,,,30000000,35,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926649,株式会社高速オフセット,大阪府大阪市西区北堀江２－５－２４ＫＯＵＳＯＫＵ堀江ビル,06-6556-6500,印刷業,1986,https://www.kousoku-offset.co.jp/,91000000,362,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,清野,,,,56点,56点,,,,,,,,,,,,,,,,,,
12926986,株式会社高崎共同計算センター,,,,,,,,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926993,株式会社静和堂,東京都渋谷区代々木３－３９－４,03-3370-7181,,1939,https://www.seiwado.co.jp/about/gaiyo/,98000000,120,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926992,株式会社青工,,,,,,,,,X1,,,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926742,株式会社電算システム,岐阜県岐阜市日置江１－５８,058-279-3456,,,https://www.ds-hd.co.jp/,2469146000,717,12,X2,直販,,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926750,株式会社陽幸社,東京都千代田区九段北１－６－４日新ビル,03-3264-1228,,1967,https://yokosya.co.jp/company-profile/company-overview/company.html,10000000,20,,X2,,新星コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926727,株式会社阿部紙工,,,,,,,,,X2,,,赤木　浩,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926983,株式会社金羊社,東京都大田区鵜の木２－８－４,03-3750-2107,,1926,https://www.kinyosha.co.jp/company,100000000,234,,X1,,,権田　陽一郎,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926928,株式会社金沢シール,,,,,,,,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,不要,,,,,,,,,,,,,,,,,,,,,,
12927004,株式会社野毛印刷社,神奈川県横浜市南区新川町１－２,045-252-2511,,,https://www.noge.co.jp/,10000000,74,,X1,,,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926991,株式会社誠晃印刷,東京都新宿区新小川町９－２２第１誠晃ビル,03-3269-1001,,,http://www.seiko-printing.com/summary.html,30000000,72,,X1,直販,,牧野　稜平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926651,株式会社西川印刷,,,,,,,,,X2,,,小林　洋介,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926816,株式会社若草印刷,,,,,,,,,X1,,,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926734,株式会社耕文社,東京都品川区西品川１－８－１３,03-3490-5525,,,https://www.koubunsha.jp/company.html,82000000,40,,X2,,新星コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926990,株式会社精興社,東京都青梅市根ヶ布１－３８５,0428-22-3136,,,http://www.seikosha-p.co.jp/corporate/outline.html,100000000,130,,X1,,,牧野　稜平,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926817,株式会社精真社,,,,,,,,,X1,,,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926818,株式会社第一印刷所,,,,,,,,,X1,,DICグラフィックス,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926684,株式会社笠間製本印刷,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926740,株式会社竹尾,東京都千代田区神田錦町３－１２－６,03-3292-3611,,1955,https://www.takeo.co.jp/,330000000,220,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926931,株式会社福井新聞印刷センター,,,,,,,,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12968638,株式会社眞興社,東京都 渋谷区 猿楽町19-2,03-3462-1181,,1919,https://www.shinkousha.co.jp/company.html,11000000,,,,直販,,,yoichiro.gonda@konicaminolta.com,,権田,,,,,,ローランド4色ｘ２台、ハイデル2色機ｘ1台,,医療系出版社,,,,,,,,,,,,,,,
12926988,株式会社渋谷文泉閣,,,,,,,,,X1,,モリサワ,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926811,株式会社永昌堂,,,,,,,,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926729,株式会社横田印刷,埼玉県上尾市領家１１５－１２,048-782-0011,,,http://www.yokota-print.co.jp/kaisyajoho.html,10000000,35,,X2,直販,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926855,株式会社東洋レーベル,京都府京都市右京区西京極畑田町８,075-314-2117,,,,10000000,95,,X1,,,加藤　哲平,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926743,株式会社東伸企画,東京都墨田区菊川３－１７－２アドン菊川１Ｆ,03-5638-1851,,,,15000000,33,,X2,,モトヤ,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926998,株式会社東京美術,東京都豊島区池袋本町３－３１－１５,03-3982-3111,,1960,https://www.tokyo-bijutsu.co.jp/,35000000,189,,X1,,,大脇　務,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926997,株式会社東京ポリエチレン印刷社,東京都板橋区若木２－３２－８,03-3934-3196,,1954,http://www.to-poly.co.jp/company/company.html,50000000,66,,X1,,,,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926728,株式会社杏林舎,東京都北区西ヶ原３－４６－１０,03-3910-4311,,1946,https://www.kyorin.co.jp/modules/company_profile/index.php?content_id=5,10000000,120,,X2,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926987,株式会社札幌メールサービス,,,,,,,,,X1,,モリサワ,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926741,株式会社朝日プリンテック,東京都中央区築地５－３－２株式会社朝日新聞社東京本社ビル内,03-6278-5680,,,,100000000,598,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926821,株式会社朋ジェーエス・ピー,東京都港区新橋４－２１－３新橋東急ビル１１Ｆ,03-3433-8484,,1973,https://www.tomo-jsp.co.jp/company.html,80000000,132,,X1,,コニカミノルタNC,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926840,株式会社明新社,,,,,,,,,X1,,,杉山　博紀,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926989,株式会社昇寿堂,東京都中央区新富１－８－６,03-3552-3631,,1948,http://www.shojudo.co.jp/company/index.html,40000000,50,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
